player_name,team,sport,birth_date,birth_location,active_status,gender,height_in_cm,weight_in_lb,team_rank,conference,division,player_rank,efficiency_nerd,efficiency_nf_eff,efficiency_fantasy,statistics_mpg,statistics_ppg,statistics_rpg,statistics_apg
Shai Gilgeous-Alexander,Oklahoma City Thunder,Basketball,1998-07-12,"Toronto, Ontario",True,M,198.0,180.0,3,Western Conference,Northwest,2,22.9,7.3,12.91,34.4,30.3,5.5,6.3
Giannis Antetokounmpo,Milwaukee Bucks,Basketball,1994-12-06,"Athens, Greece",True,M,211.0,242.0,7,Eastern Conference,Central,3,19.9,6.2,6.36,35.2,30.7,11.5,6.5
Anthony Davis,Los Angeles Lakers,Basketball,1993-03-11,"Chicago, Illinois",True,M,208.0,253.0,17,Western Conference,Pacific,5,14.3,4.3,13.71,35.8,24.8,12.8,3.5
Jayson Tatum,Boston Celtics,Basketball,1998-03-03,"St. Louis, Missouri, USA",True,M,203.0,209.0,1,Eastern Conference,Atlantic,6,13.5,4.1,7.50,35.8,27.0,8.2,4.9
Jalen Brunson,New York Knicks,Basketball,1996-08-31,"New Brunswick, New Jersey",True,M,185.0,190.0,8,Eastern Conference,Atlantic,7,13.2,4.0,4.57,35.2,28.0,3.6,6.7
Joel Embiid,Philadelphia 76ers,Basketball,1994-03-16,"Yaoundé, Cameroon",True,M,213.0,280.0,13,Eastern Conference,Atlantic,8,12.1,7.7,5.29,33.9,34.8,10.9,5.6
Domantas Sabonis,Sacramento Kings,Basketball,1996-05-03,"Portland, Oregon",True,M,211.0,240.0,19,Western Conference,Pacific,9,11.9,3.3,5.08,35.8,19.6,13.7,8.3
Jarrett Allen,Cleveland Cavaliers,Basketball,1998-04-21,"San Diego, California",True,M,211.0,243.0,9,Eastern Conference,Central,10,11.7,4.0,5.69,31.7,16.4,10.5,2.7
Rudy Gobert,Minnesota Timberwolves,Basketball,1992-06-23,"Saint-Quentin, France",True,M,216.0,245.0,2,Western Conference,Northwest,11,11.3,3.6,4.65,33.9,13.6,12.8,1.3
Kawhi Leonard,Los Angeles Clippers,Basketball,1991-06-29,"Los Angeles, California",True,M,200.99999999999997,225.0,6,Western Conference,Pacific,13,10.9,3.6,8.97,34.3,23.7,6.1,3.6
Devin Booker,Phoenix Suns,Basketball,1996-10-30,"Grand Rapids, Michigan",True,M,198.0,210.0,10,Western Conference,Pacific,14,10.7,3.7,4.55,35.7,27.3,4.7,7.0
Jimmy Butler,Miami Heat,Basketball,1989-09-14,"Houston, Texas, USA",True,M,201.0,231.0,14,Eastern Conference,Southeast,15,10.1,4.2,2.78,34.0,21.0,5.3,4.9
Tyrese Haliburton,Indiana Pacers,Basketball,2000-02-29,"Milwaukee, Wisconsin, U.S.",True,M,196.0,185.0,16,Eastern Conference,Central,16,8.6,3.2,5.81,32.3,20.2,3.9,11.0
Kevin Durant,Phoenix Suns,Basketball,1988-09-29,"Washington, D.C.",True,M,208.0,240.0,10,Western Conference,Pacific,17,8.3,2.5,7.75,37.1,27.4,6.7,5.2
LeBron James,Los Angeles Lakers,Basketball,1984-12-30,"Akron, Ohio",True,M,206.0,250.0,17,Western Conference,Pacific,18,7.9,2.6,4.92,35.1,25.4,7.3,8.1
Zion Williamson,New Orleans Pelicans,Basketball,2000-07-06,"Salisbury, North Carolina",True,M,198.0,284.0,4,Western Conference,Southwest,19,7.8,3.0,-0.91,31.3,22.8,5.8,5.0
Chet Holmgren,Oklahoma City Thunder,Basketball,2002-05-01,"Minneapolis, Minnesota, U.S.",True,M,216.0,207.0,3,Western Conference,Northwest,19,7.8,2.6,6.48,29.8,16.6,7.9,2.5
Derrick White,Boston Celtics,Basketball,1994-07-02,"Parker, Colorado, USA",True,M,193.0,190.0,1,Eastern Conference,Atlantic,21,7.6,2.6,4.68,32.7,15.4,4.3,5.2
DeMar DeRozan,Chicago Bulls,Basketball,1989-08-07,"Compton, California",True,M,198.0,220.0,20,Eastern Conference,Central,22,7.3,2.0,6.49,37.7,23.5,4.3,5.3
Daniel Gafford,Dallas Mavericks,Basketball,1998-10-01,"El Dorado, Arkansas, U.S.",True,M,208.0,234.0,11,Western Conference,Southwest,23,7.2,3.2,3.25,24.8,10.9,7.8,1.6
Donovan Mitchell,Cleveland Cavaliers,Basketball,1996-09-07,"Elmsford, New York",True,M,185.0,215.0,9,Eastern Conference,Central,25,7.0,3.0,3.35,35.3,26.8,5.1,6.0
Stephen Curry,Golden State Warriors,Basketball,1988-03-14,"Akron, Ohio",True,M,188.0,185.0,15,Western Conference,Pacific,27,6.8,2.3,5.47,32.7,26.5,4.4,5.0
Lauri Markkanen,Utah Jazz,Basketball,1997-05-22,"Vantaa, Finland",True,M,213.0,240.0,24,Western Conference,Northwest,27,6.8,2.9,3.43,33.1,23.2,8.2,2.0
Damian Lillard,Milwaukee Bucks,Basketball,1990-07-15,"Oakland, California",True,M,188.0,195.0,7,Eastern Conference,Central,29,6.7,2.1,4.55,35.3,24.6,4.4,7.0
Kyrie Irving,Dallas Mavericks,Basketball,1992-03-23,"Melbourne, Victoria",True,M,188.0,195.0,11,Western Conference,Southwest,31,6.5,2.6,3.55,34.7,25.4,4.9,5.2
Karl-Anthony Towns,Minnesota Timberwolves,Basketball,1995-11-15,"Edison, New Jersey",True,M,211.0,248.0,2,Western Conference,Northwest,31,6.5,2.6,4.61,32.8,22.1,8.4,3.0
Tyrese Maxey,Philadelphia 76ers,Basketball,2000-11-04,"Dallas, Texas, U.S.",True,M,188.0,200.0,13,Eastern Conference,Atlantic,31,6.5,2.0,4.48,37.5,25.8,3.7,6.3
Isaiah Hartenstein,New York Knicks,Basketball,1998-05-05,"Eugene, Oregon",True,M,213.0,250.0,8,Eastern Conference,Atlantic,34,6.1,2.7,1.46,25.0,7.5,8.3,2.4
Moritz Wagner,Orlando Magic,Basketball,1997-04-26,"Berlin, Germany",True,M,211.0,245.0,12,Eastern Conference,Southeast,34,6.1,3.6,0.21,17.7,10.9,4.4,1.2
Jalen Williams,Oklahoma City Thunder,Basketball,2001-04-14,"Denver, Colorado, U.S.",True,M,196.0,210.0,3,Western Conference,Northwest,34,6.1,2.2,2.58,31.7,19.5,4.0,4.6
Paul George,Los Angeles Clippers,Basketball,1990-05-02,"Palmdale, California",True,M,202.99999999999997,220.0,6,Western Conference,Pacific,37,5.8,1.9,7.74,33.9,22.5,5.2,3.5
Ivica Zubac,Los Angeles Clippers,Basketball,1997-03-18,"Mostar, Bosnia and Herzegovina",True,M,213.0,240.0,6,Western Conference,Pacific,37,5.8,2.6,1.96,26.6,11.6,9.2,1.4
Anthony Edwards,Minnesota Timberwolves,Basketball,2001-08-05,"Atlanta, Georgia",True,M,193.0,225.0,2,Western Conference,Northwest,37,5.8,1.7,4.39,35.1,25.9,5.6,5.1
James Harden,Los Angeles Clippers,Basketball,1989-08-26,"Los Angeles, California",True,M,196.0,220.0,6,Western Conference,Pacific,40,5.7,1.8,6.01,34.8,16.7,5.2,8.6
Bam Adebayo,Miami Heat,Basketball,1997-07-18,"Newark, New Jersey, USA",True,M,208.0,260.0,14,Eastern Conference,Southeast,41,5.5,1.9,4.68,34.2,19.6,10.7,4.0
Evan Mobley,Cleveland Cavaliers,Basketball,2001-06-18,"San Diego, California, U.S.",True,M,213.0,215.0,9,Eastern Conference,Central,42,5.4,3.0,1.27,30.8,16.0,9.7,3.2
Trayce Jackson-Davis,Golden State Warriors,Basketball,2000-02-22,"Greenwood, Indiana, U.S.",True,M,206.0,245.0,15,Western Conference,Pacific,43,4.7,3.6,-4.04,16.1,7.8,4.9,1.2
Luke Kornet,Boston Celtics,Basketball,1995-07-15,"Lexington, Kentucky",True,M,216.0,250.0,1,Eastern Conference,Atlantic,44,4.6,4.0,-3.45,15.3,5.1,4.0,1.0
Jaylen Brown,Boston Celtics,Basketball,1996-10-24,"Atlanta, Georgia, USA",True,M,198.0,223.0,1,Eastern Conference,Atlantic,45,4.5,1.6,1.33,33.6,23.2,5.5,3.6
Fred VanVleet,Houston Rockets,Basketball,1994-02-25,"Rockford, Illinois",True,M,185.0,197.0,18,Western Conference,Southwest,45,4.5,1.4,5.39,36.6,16.7,3.7,8.1
Jamal Murray,Denver Nuggets,Basketball,1997-02-23,"Kitchener, Ontario",True,M,191.0,215.0,5,Western Conference,Northwest,47,4.4,2.0,0.47,32.1,20.9,4.1,6.7
Al Horford,Boston Celtics,Basketball,1986-06-03,"Puerto Plata, Dominican Republic",True,M,206.0,245.0,1,Eastern Conference,Atlantic,48,4.3,1.9,2.58,27.0,8.7,6.4,2.6
Andre Drummond,Chicago Bulls,Basketball,1993-08-10,"Mount Vernon, New York",True,M,208.0,279.0,20,Eastern Conference,Central,49,4.2,2.5,-0.16,17.2,8.4,9.0,0.5
Donte DiVincenzo,New York Knicks,Basketball,1997-01-31,"Newark, Delaware",True,M,193.0,203.0,8,Eastern Conference,Atlantic,50,4.1,1.5,2.48,28.3,15.2,3.6,2.6
Clint Capela,Atlanta Hawks,Basketball,1994-05-18,"Geneva, Switzerland",True,M,208.0,240.0,21,Eastern Conference,Southeast,52,4.0,1.7,2.38,25.6,11.3,10.7,1.2
Jalen Smith,Indiana Pacers,Basketball,2000-03-16,"Portsmouth, Virginia, U.S.",True,M,208.0,215.0,16,Eastern Conference,Central,53,3.9,3.1,-1.10,17.4,10.1,5.7,1.0
Pascal Siakam,Indiana Pacers,Basketball,1994-04-02,"Douala, Cameroon",True,M,206.0,230.0,16,Eastern Conference,Central,55,3.8,1.2,2.12,33.4,21.8,7.1,4.4
Collin Sexton,Utah Jazz,Basketball,1999-01-04,"Marietta, Georgia",True,M,185.0,190.0,24,Western Conference,Northwest,55,3.8,1.4,1.65,26.6,18.7,2.6,4.9
Franz Wagner,Orlando Magic,Basketball,2001-08-27,"Berlin, Germany",True,M,206.0,225.0,12,Eastern Conference,Southeast,55,3.8,1.3,2.35,32.6,19.7,5.3,3.8
Aaron Gordon,Denver Nuggets,Basketball,1995-09-16,"San Jose, California",True,M,202.99999999999997,235.0,5,Western Conference,Northwest,58,3.6,1.3,-1.01,31.6,14.0,6.5,3.4
Jonathan Isaac,Orlando Magic,Basketball,1997-10-03,"The Bronx, New York",True,M,211.0,230.0,12,Eastern Conference,Southeast,58,3.6,3.4,-3.37,15.5,6.9,4.4,0.5
De'Aaron Fox,Sacramento Kings,Basketball,1997-12-20,"New Orleans, Louisiana",True,M,191.0,185.0,19,Western Conference,Pacific,60,3.5,1.1,4.18,35.9,26.6,4.6,5.7
Isaiah Jackson,Indiana Pacers,Basketball,2002-01-10,"Pontiac, Michigan, U.S.",True,M,208.0,206.0,16,Eastern Conference,Central,61,3.3,3.4,-3.91,13.0,6.5,4.0,0.8
Trey Murphy III,New Orleans Pelicans,Basketball,2000-06-18,,True,M,206.0,206.0,4,Western Conference,Southwest,61,3.3,1.7,-0.75,28.8,14.2,4.8,2.1
Kevin Love,Miami Heat,Basketball,1988-09-07,"Santa Monica, California",True,M,202.99999999999997,251.0,14,Eastern Conference,Southeast,63,3.2,2.8,-2.02,17.4,9.0,6.3,2.2
Myles Turner,Indiana Pacers,Basketball,1996-03-24,"Bedford, Texas",True,M,211.0,250.0,16,Eastern Conference,Central,63,3.2,1.3,5.42,27.0,16.8,6.8,1.3
Goga Bitadze,Orlando Magic,Basketball,1999-07-20,"Sagarejo, Georgia",True,M,211.0,250.0,12,Eastern Conference,Southeast,65,3.0,2.5,-1.47,16.4,5.3,4.9,1.4
Grayson Allen,Phoenix Suns,Basketball,1995-10-08,"Jacksonville, Florida",True,M,193.0,198.0,10,Western Conference,Pacific,67,2.8,0.9,2.10,33.6,13.6,3.9,3.1
Wendell Carter Jr.,Orlando Magic,Basketball,1999-04-16,"Atlanta, Georgia",True,M,208.0,270.0,12,Eastern Conference,Southeast,67,2.8,1.6,-3.91,26.2,11.3,7.2,1.8
Payton Pritchard,Boston Celtics,Basketball,1998-01-28,"Tualatin, Oregon, USA",True,M,185.0,195.0,1,Eastern Conference,Atlantic,67,2.8,1.3,-2.45,21.8,8.8,3.2,3.1
Brandon Ingram,New Orleans Pelicans,Basketball,1997-09-02,"Kinston, North Carolina",True,M,202.99999999999997,190.0,4,Western Conference,Southwest,70,2.7,1.0,0.84,33.0,20.9,5.1,5.8
Paul Reed,Philadelphia 76ers,Basketball,1999-06-14,"Orlando, Florida, U.S.",True,M,206.0,210.0,13,Eastern Conference,Atlantic,72,2.5,1.3,-0.37,19.2,7.2,5.9,1.2
Jrue Holiday,Boston Celtics,Basketball,1990-06-12,"Chatsworth, California",True,M,191.0,205.0,1,Eastern Conference,Atlantic,73,2.4,0.8,0.75,33.1,12.6,5.5,4.9
Trae Young,Atlanta Hawks,Basketball,1998-09-19,"Lubbock, Texas",True,M,185.0,164.0,21,Eastern Conference,Southeast,73,2.4,1.0,0.72,36.5,26.4,2.7,10.8
Naz Reid,Minnesota Timberwolves,Basketball,1999-08-26,"Asbury Park, New Jersey, U.S.",True,M,206.0,264.0,2,Western Conference,Northwest,73,2.4,1.0,3.36,24.2,13.3,5.2,1.3
Herbert Jones,New Orleans Pelicans,Basketball,1998-10-06,"Greensboro, Alabama U.S.",True,M,202.99999999999997,210.0,4,Western Conference,Southwest,73,2.4,0.9,3.26,30.3,11.1,3.5,2.6
Sam Hauser,Boston Celtics,Basketball,1997-12-08,"Green Bay, Wisconsin, U.S.",True,M,202.99999999999997,215.0,1,Eastern Conference,Atlantic,77,2.3,1.1,-1.53,21.6,8.7,3.5,0.9
Julius Randle,New York Knicks,Basketball,1994-11-29,"Dallas, Texas",True,M,202.99999999999997,250.0,8,Eastern Conference,Atlantic,78,2.2,1.0,-3.50,35.4,24.0,9.2,5.0
Michael Porter Jr.,Denver Nuggets,Basketball,1998-06-29,"Columbia, Missouri",True,M,208.0,218.0,5,Western Conference,Northwest,78,2.2,0.7,2.87,31.8,16.8,7.1,1.5
Mark Williams,Charlotte Hornets,Basketball,2001-12-16,"Norfolk, Virginia, U.S.",True,M,213.0,242.0,30,Eastern Conference,Southeast,81,2.1,3.2,-3.84,26.7,12.7,9.7,1.2
Nick Richards,Charlotte Hornets,Basketball,1997-11-29,"Kingston, Jamaica",True,M,213.0,245.0,30,Eastern Conference,Southeast,82,2.0,0.9,0.90,26.6,9.8,8.2,0.8
Day'Ron Sharpe,Brooklyn Nets,Basketball,2001-11-06,"Greenville, North Carolina, U.S.",True,M,211.0,265.0,22,Eastern Conference,Atlantic,83,1.9,1.7,-3.06,15.1,7.0,6.4,1.4
Miles McBride,New York Knicks,Basketball,2000-09-08,"Cincinnati, Ohio, U.S.",True,M,188.0,200.0,8,Eastern Conference,Atlantic,83,1.9,1.2,-3.77,19.6,8.4,1.5,1.6
Jalen Duren,Detroit Pistons,Basketball,2003-11-18,"Sharon Hill, Pennsylvania, U.S.",True,M,208.0,250.0,27,Eastern Conference,Central,83,1.9,0.9,2.12,29.1,13.7,11.6,2.4
Larry Nance Jr.,New Orleans Pelicans,Basketball,1993-01-01,"Akron, Ohio",True,M,200.99999999999997,245.0,4,Western Conference,Southwest,87,1.7,1.2,-3.37,19.6,5.6,5.0,1.7
Jonathan Kuminga,Golden State Warriors,Basketball,2002-10-06,"Goma, DR Congo",True,M,202.99999999999997,210.0,15,Western Conference,Pacific,87,1.7,0.7,-1.38,26.3,16.3,4.8,2.1
Amen Thompson,Houston Rockets,Basketball,2003-01-30,"Oakland, California, U.S.",True,M,200.99999999999997,200.0,18,Western Conference,Southwest,87,1.7,1.1,-2.41,21.6,9.2,6.4,2.4
T.J. McConnell,Indiana Pacers,Basketball,1992-03-25,"Pittsburgh, Pennsylvania",True,M,185.0,190.0,16,Eastern Conference,Central,90,1.6,1.0,-2.12,18.0,9.8,2.7,5.4
Jakob Poeltl,Toronto Raptors,Basketball,1995-10-15,"Vienna, Austria",True,M,216.0,245.0,23,Eastern Conference,Atlantic,90,1.6,0.9,-0.12,26.4,11.1,8.6,2.5
Bol Bol,Phoenix Suns,Basketball,1999-11-16,"Khartoum, Sudan",True,M,218.00000000000003,220.0,10,Western Conference,Pacific,90,1.6,2.8,-3.91,11.4,5.5,3.4,0.4
Obi Toppin,Indiana Pacers,Basketball,1998-03-04,"Brooklyn, New York",True,M,206.0,220.0,16,Eastern Conference,Central,90,1.6,0.7,-0.64,21.3,10.1,3.9,1.5
Neemias Queta,Boston Celtics,Basketball,1999-07-13,"Lisbon, Portugal",True,M,213.0,245.0,1,Eastern Conference,Atlantic,90,1.6,4.1,-5.03,11.4,4.6,4.1,0.5
Chris Paul,Golden State Warriors,Basketball,1985-05-06,"Winston-Salem, North Carolina",True,M,183.0,175.0,15,Western Conference,Pacific,95,1.5,0.9,-2.16,26.2,9.2,3.9,6.8
Tobias Harris,Philadelphia 76ers,Basketball,1992-07-15,"Islip, New York",True,M,202.99999999999997,226.0,13,Eastern Conference,Atlantic,95,1.5,0.5,3.12,33.9,17.2,6.4,3.1
Kevon Looney,Golden State Warriors,Basketball,1996-02-06,"Milwaukee, Wisconsin",True,M,206.0,222.0,15,Western Conference,Pacific,97,1.4,1.0,-4.67,16.2,4.4,5.7,1.9
Immanuel Quickley,Toronto Raptors,Basketball,1999-06-17,"Havre de Grace, Maryland, U.S.",True,M,191.0,190.0,23,Eastern Conference,Atlantic,97,1.4,0.6,-0.50,29.0,16.6,3.7,4.7
Sam Merrill,Cleveland Cavaliers,Basketball,1996-05-15,"Albuquerque, New Mexico, U.S.",True,M,193.0,205.0,9,Eastern Conference,Central,97,1.4,1.0,-4.84,17.8,8.2,2.0,1.8
Kelly Olynyk,Toronto Raptors,Basketball,1991-04-19,"Toronto, Ontario",True,M,211.0,240.0,23,Eastern Conference,Atlantic,100,1.3,0.6,2.68,22.2,9.5,5.1,4.5
Dwight Powell,Dallas Mavericks,Basketball,1991-07-20,"Toronto, Ontario",True,M,208.0,240.0,11,Western Conference,Southwest,100,1.3,1.3,-6.18,12.9,3.3,3.2,1.3
Thomas Bryant,Miami Heat,Basketball,1997-07-31,"Rochester, New York",True,M,208.0,248.0,14,Eastern Conference,Southeast,100,1.3,2.5,-4.43,11.3,5.4,3.5,0.6
Mason Plumlee,Los Angeles Clippers,Basketball,1990-03-05,"Fort Wayne, Indiana",True,M,211.0,254.0,6,Western Conference,Pacific,103,1.2,1.6,-4.72,14.0,5.2,4.9,1.0
Kyle Anderson,Minnesota Timberwolves,Basketball,1993-09-20,"New York City, New York",True,M,206.0,230.0,2,Western Conference,Northwest,103,1.2,0.5,-1.87,22.8,6.6,3.6,4.3
Marvin Bagley III,Washington Wizards,Basketball,1999-03-14,"Tempe, Arizona",True,M,211.0,235.0,28,Eastern Conference,Southeast,105,1.1,0.8,-4.30,21.1,11.7,6.2,1.1
Aaron Wiggins,Oklahoma City Thunder,Basketball,1999-01-02,"Greensboro, North Carolina, U.S.",True,M,198.0,200.0,3,Western Conference,Northwest,105,1.1,0.8,-4.28,15.3,6.4,2.3,1.0
Brook Lopez,Milwaukee Bucks,Basketball,1988-04-01,"North Hollywood, California",True,M,213.0,282.0,7,Eastern Conference,Central,107,1.0,0.4,6.66,30.7,12.5,5.3,1.6
Bobby Portis,Milwaukee Bucks,Basketball,1995-02-10,"Little Rock, Arkansas",True,M,208.0,250.0,7,Eastern Conference,Central,107,1.0,0.4,3.45,24.3,13.5,7.3,1.2
John Collins,Utah Jazz,Basketball,1997-09-23,"Layton, Utah",True,M,206.0,235.0,24,Western Conference,Northwest,107,1.0,0.4,0.86,28.0,15.1,8.5,1.1
Walker Kessler,Utah Jazz,Basketball,2001-07-26,"Atlanta, Georgia",True,M,213.0,245.0,24,Western Conference,Northwest,107,1.0,0.5,2.34,23.3,8.1,7.5,0.9
Khris Middleton,Milwaukee Bucks,Basketball,1991-08-12,"Charleston, South Carolina",True,M,200.99999999999997,222.0,7,Eastern Conference,Central,112,0.9,0.5,-1.41,27.2,15.2,4.6,5.3
Drew Eubanks,Phoenix Suns,Basketball,1997-02-01,"Starkville, Mississippi",True,M,206.0,245.0,10,Western Conference,Pacific,112,0.9,0.6,-3.96,15.7,5.2,4.2,0.8
Desmond Bane,Memphis Grizzlies,Basketball,1998-06-25,"Richmond, Indiana",True,M,196.0,215.0,25,Western Conference,Southwest,112,0.9,0.5,-1.62,34.4,23.7,4.4,5.5
Ricky Council IV,Philadelphia 76ers,Basketball,2001-08-03,"Durham, North Carolina, U.S.",True,M,198.0,205.0,13,Eastern Conference,Atlantic,112,0.9,2.8,-9.35,8.7,5.7,1.5,0.4
Norman Powell,Los Angeles Clippers,Basketball,1993-05-25,"San Diego, California",True,M,191.0,215.0,6,Western Conference,Pacific,118,0.7,0.3,-1.26,26.2,14.1,2.5,1.1
